"id","created_at","modified_at","status","name","more_infos","datagasto","total","description_on_invoice","opcoes_cartao","card_bank_id","segmento_id"
4375,2024-06-27 15:15:44.129 -0300,2024-06-27 15:15:44.129 -0300,true,Mentoria Linkedin,,2024-06-26,,,C,8,26
4374,2024-06-27 15:14:32.088 -0300,2024-06-27 15:14:32.088 -0300,true,Supermercado Nagai,,2024-06-26,,,C,8,1
4373,2024-06-27 15:13:59.159 -0300,2024-06-27 15:13:59.159 -0300,true,Sorveteria Napolitana,,2024-06-26,,,C,8,6
4372,2024-06-27 15:13:12.863 -0300,2024-06-27 15:18:38.684 -0300,true,Dispan Alimentos,Cx Doce Abóbora - Amendoim(2),2024-06-27,,,C,8,23
4371,2024-06-27 15:12:14.687 -0300,2024-06-27 15:12:14.687 -0300,true,Supermercado Avenida,,2024-06-27,,,C,8,1
4370,2024-06-25 15:08:45.844 -0300,2024-06-25 15:08:45.844 -0300,true,Supermercado Nagai,,2024-06-25,,,C,8,1
4369,2024-06-25 15:08:20.485 -0300,2024-06-25 15:08:20.485 -0300,true,Moto Gago,Bat. Moto,2024-06-25,,,C,8,2
4368,2024-06-25 15:07:40.321 -0300,2024-06-25 15:07:40.321 -0300,true,Supermercado Nagai,,2024-06-24,,,C,8,1
4367,2024-06-24 06:44:23.785 -0300,2024-06-24 06:44:23.785 -0300,true,Cart Fpay,Bernardes,2024-06-23,,,C,1,5
4366,2024-06-24 06:43:50.493 -0300,2024-06-24 06:43:50.493 -0300,true,Cart Fpay,Bernardes,2024-06-23,,,C,1,5
4365,2024-06-24 06:33:50.583 -0300,2024-06-24 06:33:50.583 -0300,true,Redeshow,Posto Luizão PV,2024-06-23,,,C,8,4
4364,2024-06-24 06:32:25.374 -0300,2024-06-24 06:32:25.374 -0300,true,Supermercado Nagai,,2024-06-23,,,C,8,1
4363,2024-06-24 06:31:21.793 -0300,2024-06-24 06:31:21.793 -0300,true,Supermercado Avenida,,2024-06-22,,,C,8,1
4362,2024-06-24 06:29:48.825 -0300,2024-06-24 06:30:38.682 -0300,true,Jefersondelima,Quiósque Unoeste,2024-06-22,,,C,8,19
4361,2024-06-22 06:22:27.304 -0300,2024-06-22 06:22:27.304 -0300,true,Vivo Easy,,2024-06-16,,,C,1,27
4360,2024-06-22 06:16:24.698 -0300,2024-06-22 06:16:24.698 -0300,true,Supermercado Nagai,,2024-06-21,,,C,8,1
4359,2024-06-22 06:15:09.798 -0300,2024-06-22 06:15:09.798 -0300,true,Supermercado Nagai,,2024-06-20,,,C,8,1
4358,2024-06-22 06:14:42.684 -0300,2024-06-22 06:14:42.684 -0300,true,Farma Fórmulas,Shampoo,2024-06-20,,,C,8,9
4357,2024-06-22 06:14:03.015 -0300,2024-06-22 06:14:03.015 -0300,true,Auto Posto Lar dos Meninos,,2024-06-20,,,C,8,4
4356,2024-06-22 06:13:35.663 -0300,2024-06-22 06:13:35.663 -0300,true,Casa de Carnes Pavani,,2024-06-20,,,C,8,7
4355,2024-06-19 08:43:01.442 -0300,2024-06-19 08:43:01.442 -0300,true,StopMotos,Carburador-Coletor-lavagem-lampada traseira,2024-06-19,,,C,6,2
4354,2024-06-19 08:39:55.422 -0300,2024-06-19 08:39:55.422 -0300,true,"99app",,2024-06-19,,,C,8,28
4353,2024-06-19 08:39:32.179 -0300,2024-06-19 08:39:32.179 -0300,true,Supermercado Avenida,,2024-06-18,,,C,8,1
4352,2024-06-19 08:39:07.637 -0300,2024-06-19 08:39:07.637 -0300,true,Drogasil,BACTRIM (3cx),2024-06-18,,,C,8,9
4351,2024-06-19 08:36:35.863 -0300,2024-06-19 08:36:35.863 -0300,true,KamilaCode,,2024-06-18,,,C,8,24
4350,2024-06-19 08:36:04.514 -0300,2024-06-19 08:36:04.514 -0300,true,"99app",,2024-06-18,,,C,8,28
4349,2024-06-17 11:56:29.365 -0300,2024-06-17 11:56:29.365 -0300,true,Supermercado Avenida,,2024-06-17,,,C,8,1
4348,2024-06-17 11:56:00.691 -0300,2024-06-17 11:56:00.691 -0300,true,Supermercado Muffato,,2024-06-16,,,C,8,1
4347,2024-06-17 11:55:26.697 -0300,2024-06-17 11:55:26.697 -0300,true,Supermercado Nagai,,2024-06-16,,,C,8,1
4346,2024-06-17 11:54:57.581 -0300,2024-06-17 11:54:57.581 -0300,true,Supermercado Nagai,,2024-06-14,,,C,8,1
4345,2024-06-15 09:22:44.683 -0300,2024-06-15 09:22:44.683 -0300,true,Floricultura Susy Meil,,2024-06-12,,,C,6,6
4344,2024-06-15 09:20:08.173 -0300,2024-06-15 09:20:08.173 -0300,true,Raimundo Eduardo,,2024-06-13,,,C,8,15
4343,2024-06-15 09:19:34.309 -0300,2024-06-15 09:19:34.309 -0300,true,Supermercado Avenida,,2024-06-13,,,C,8,1
4342,2024-06-15 09:18:55.012 -0300,2024-06-15 09:18:55.012 -0300,true,Supermercado Nagai,,2024-06-12,,,C,8,1
4341,2024-06-15 09:18:22.783 -0300,2024-06-15 09:18:22.783 -0300,true,Supermercado Avenida,,2024-06-11,,,C,8,1
4340,2024-06-12 06:38:21.529 -0300,2024-06-12 06:38:21.529 -0300,true,Supermercado Nagai,,2024-06-10,,,C,8,1
4339,2024-06-09 10:55:31.385 -0300,2024-06-09 10:55:31.385 -0300,true,Supermercado Nagai,,2024-06-09,,,C,1,1
4338,2024-06-09 10:55:04.592 -0300,2024-06-24 06:30:25.846 -0300,true,Jefersondelima,quiósque unoeste,2024-06-08,,,C,1,19
4337,2024-06-09 10:52:39.966 -0300,2024-06-09 10:53:03.573 -0300,true,Pizzaria Forno a Lenha,,2024-06-08,,,C,1,7
4336,2024-06-08 09:37:32.154 -0300,2024-06-08 09:37:32.154 -0300,true,Supermercado Avenida,,2024-06-07,,,C,1,1
4335,2024-06-07 08:12:33.141 -0300,2024-06-07 08:12:33.141 -0300,true,Supermercado Nagai,,2024-06-06,,,C,1,1
4334,2024-06-07 08:12:02.404 -0300,2024-06-07 08:12:02.404 -0300,true,Auto Posto Lar dos Meninos,,2024-06-06,,,C,1,4
4333,2024-06-07 08:11:36.431 -0300,2024-06-07 08:11:36.431 -0300,true,Farma Fórmulas,Comp. Ansiedade,2024-06-06,,,C,1,9
4332,2024-06-07 08:08:50.369 -0300,2024-06-07 08:10:07.983 -0300,true,TV Express,pix,2024-06-05,,VENDAS BRASIL,D,1,27
4331,2024-06-07 08:06:22.133 -0300,2024-06-07 08:06:22.133 -0300,true,Auto Posto Lar dos Meninos,,2024-06-05,,,C,6,4
4330,2024-06-05 16:02:17.974 -0300,2024-06-05 16:02:17.974 -0300,true,Supermercado Nagai,,2024-06-04,,,C,6,1
4329,2024-06-05 16:00:29.215 -0300,2024-06-05 16:00:29.215 -0300,true,Casa de Carnes Pavani,,2024-06-05,,,C,6,7
4328,2024-06-03 12:12:54.091 -0300,2024-06-03 12:12:54.091 -0300,true,Supermercado Nagai,,2024-06-01,,,C,6,1
4327,2024-06-03 11:14:59.179 -0300,2024-06-03 11:14:59.179 -0300,true,Gasolina Reservatório FIT,,2023-07-14,,,D,1,4
4326,2024-06-03 11:03:26.801 -0300,2024-06-03 11:03:26.801 -0300,true,Gasolina Reservatório FIT,,2024-05-31,,,D,1,4
4325,2024-06-03 11:02:23.094 -0300,2024-06-03 11:02:23.094 -0300,true,Pag*Consorcio,Estacionamento PrudenShopping,2024-05-31,,Pag*Consorcio,C,8,3
4324,2024-06-03 10:59:23.513 -0300,2024-06-03 11:00:20.467 -0300,true,Mr. Cheff,PrudenShopping,2024-05-31,,,C,8,3
4323,2024-05-29 16:20:55.653 -0300,2024-05-29 16:20:55.653 -0300,true,Du Barbearia,,2024-05-29,,,D,1,15
4322,2024-05-29 16:19:12.760 -0300,2024-06-03 10:57:43.956 -0300,true,Podologia Buscapé,,2024-05-29,,pag*andersonjosedos,C,8,11
4321,2024-05-29 16:17:58.388 -0300,2024-05-29 16:17:58.388 -0300,true,Drogasil,COLG ANTIS BUC,2024-05-29,,,C,8,9
4320,2024-05-29 16:16:51.622 -0300,2024-05-29 16:17:08.968 -0300,true,Hering Store,Presente Zenaide,2024-05-28,,,C,8,12
4319,2024-05-29 16:14:51.632 -0300,2024-05-29 16:14:51.632 -0300,true,Supermercado Muffato,,2024-05-28,,,C,8,1
4318,2024-05-29 16:14:15.066 -0300,2024-05-29 16:14:15.066 -0300,true,Supermercado Nagai,,2024-05-27,,,C,8,1
4317,2024-05-29 16:13:46.355 -0300,2024-05-29 16:13:46.355 -0300,true,Drogasil,Baruk (Starhouse),2024-05-27,,,C,8,26
4316,2024-05-27 09:59:09.716 -0300,2024-05-27 09:59:09.716 -0300,true,Feira Acerola,,2024-05-25,,ailtonoshita,C,8,7
4315,2024-05-27 09:58:03.241 -0300,2024-05-27 09:58:03.241 -0300,true,Supermercado Nagai,,2024-05-25,,,C,8,1
4314,2024-05-24 16:29:32.155 -0300,2024-05-24 16:29:32.155 -0300,true,Supermercado Avenida,,2024-05-24,,,C,8,1
4313,2024-05-24 16:28:53.360 -0300,2024-05-24 16:28:53.361 -0300,true,Supermercado Nagai,,2024-05-23,,,C,8,1
4312,2024-05-24 16:27:55.311 -0300,2024-05-24 16:31:48.381 -0300,true,Drogasil,amoxilina-icort,2024-05-23,,,C,8,9
4311,2024-05-24 16:26:55.443 -0300,2024-05-24 16:26:55.443 -0300,true,VM Center,agua arrefe,2024-05-23,,,C,8,2
4310,2024-05-23 08:05:35.701 -0300,2024-05-23 08:05:35.701 -0300,true,Supermercado Nagai,,2024-05-22,,,C,8,1
4309,2024-05-23 08:05:02.776 -0300,2024-05-23 08:05:02.776 -0300,true,Supermercado Nagai,,2024-05-21,,,C,8,1
4308,2024-05-23 08:04:35.335 -0300,2024-05-23 08:04:35.335 -0300,true,Supermercado Avenida,,2024-05-21,,,C,8,1
4307,2024-05-23 08:03:52.916 -0300,2024-05-23 08:03:52.916 -0300,true,Supermercado Avenida,,2024-05-19,,,C,8,1
4306,2024-05-23 08:03:22.268 -0300,2024-05-23 08:03:22.268 -0300,true,Supermercado Muffato,,2024-05-19,,,C,8,1
4305,2024-05-23 08:02:50.869 -0300,2024-05-23 08:02:50.869 -0300,true,Supermercado Nagai,,2024-05-19,,,C,8,1
4304,2024-05-19 06:42:26.773 -0300,2024-05-19 06:42:26.773 -0300,true,KamilaCode,,2024-05-18,,Mensaltech,C,8,24
4303,2024-05-19 06:39:46.722 -0300,2024-05-19 06:39:46.722 -0300,true,"99app",,2024-05-18,,,C,8,28
4302,2024-05-19 06:39:24.072 -0300,2024-05-19 06:39:24.072 -0300,true,"99app",,2024-05-18,,,C,8,28
4301,2024-05-19 06:38:06.712 -0300,2024-05-19 06:38:06.712 -0300,true,Supermercado Avenida,,2024-05-17,,,C,8,1
4299,2024-05-17 07:29:28.534 -0300,2024-05-17 07:29:28.534 -0300,true,Moto Gago,Troca de óleo,2024-05-16,,,C,8,2
4298,2024-05-17 07:28:31.745 -0300,2024-05-17 07:28:31.745 -0300,true,Auto Posto Lar dos Meninos,,2024-05-16,,,C,8,4
4297,2024-05-17 07:27:44.136 -0300,2024-05-17 07:27:44.136 -0300,true,Drogasil,Amoxilina,2024-05-15,,,C,8,9
4296,2024-05-16 10:30:33.571 -0300,2024-05-16 10:30:33.571 -0300,true,Vivo Easy,,2024-05-16,,,C,1,27
4295,2024-05-16 10:27:23.285 -0300,2024-05-16 10:27:48.290 -0300,true,Casa de Carnes Pavani,,2024-05-15,,,C,8,7
4294,2024-05-16 10:26:51.054 -0300,2024-05-16 10:26:51.054 -0300,true,Drogasil,Baruk,2024-05-16,,,C,8,6
4293,2024-05-16 10:25:55.055 -0300,2024-05-16 10:25:55.055 -0300,true,Supermercado Nagai,,2024-05-16,,,C,8,1
4292,2024-05-14 14:31:45.673 -0300,2024-05-14 14:31:45.673 -0300,true,Du Barbearia,,2024-05-14,,,D,1,15
4291,2024-05-14 13:33:25.138 -0300,2024-05-14 13:33:25.138 -0300,true,Supermercado Avenida,,2024-05-14,,,C,8,1
4290,2024-05-14 08:39:11.009 -0300,2024-05-14 08:39:11.009 -0300,true,Salão Estilo,,2024-05-13,,,D,1,15
4289,2024-05-13 18:19:09.655 -0300,2024-05-13 18:19:09.655 -0300,true,Cart Fpay,,2024-05-12,,,D,1,5
4288,2024-05-13 18:18:08.962 -0300,2024-05-13 18:18:08.962 -0300,true,Cart Fpay,,2024-05-12,,,D,1,5
4287,2024-05-13 18:14:54.060 -0300,2024-05-13 18:14:54.060 -0300,true,Supermercado Nagai,,2024-05-13,,,C,8,1
4286,2024-05-13 18:13:38.668 -0300,2024-05-13 18:13:38.668 -0300,true,Auto Posto Venceslau,,2024-05-12,,,C,8,4
4285,2024-05-12 07:27:28.796 -0300,2024-05-12 07:27:28.796 -0300,true,Supermercado Nagai,,2024-05-11,,,C,8,1
4284,2024-05-12 07:26:37.692 -0300,2024-05-12 07:26:37.692 -0300,true,Drogasil,Cerave,2024-05-10,,,C,8,9
4283,2024-05-12 07:25:07.077 -0300,2024-05-12 07:25:07.077 -0300,true,Supermercado Nagai,,2024-05-10,,,C,8,1
4282,2024-05-11 14:34:14.321 -0300,2024-05-11 14:34:14.321 -0300,true,Supermercado Nagai,,2024-05-09,,,C,1,1
4281,2024-05-09 08:35:27.345 -0300,2024-05-09 08:35:27.345 -0300,true,Supermercado Avenida,,2024-05-08,,,C,1,1
4280,2024-05-07 16:16:35.807 -0300,2024-06-19 08:40:42.179 -0300,true,KamilaCode,,2024-05-07,,Mensaltech,C,1,24
4279,2024-05-07 16:14:16.819 -0300,2024-05-07 16:14:16.819 -0300,true,Fuensanta Lopes Reche,Mercado Municipal,2024-05-07,,,C,1,7
4278,2024-05-07 16:13:10.781 -0300,2024-05-07 16:13:10.781 -0300,true,Farma Fórmulas,,2024-05-07,,,C,1,9
4277,2024-05-07 16:12:41.550 -0300,2024-05-07 16:12:41.550 -0300,true,Mercado Zona Leste,,2024-05-07,,,C,1,1
4276,2024-05-07 16:12:15.288 -0300,2024-05-07 16:12:15.288 -0300,true,Supermercado Nagai,,2024-05-07,,,C,1,1
4275,2024-05-07 07:42:55.811 -0300,2024-05-07 07:42:55.811 -0300,true,TV Express,,2024-05-06,,,C,1,27
4274,2024-05-07 07:42:31.167 -0300,2024-05-07 07:42:31.167 -0300,true,Unilab,Coagulograma,2024-05-06,,,C,1,6
4273,2024-05-07 07:39:07.925 -0300,2024-05-07 07:39:07.925 -0300,true,Sorveteria Napolitana,,2024-05-05,,,C,1,7
4272,2024-05-07 07:34:46.665 -0300,2024-05-07 07:34:50.974 -0300,true,Supermercado Nagai,,2024-05-05,,,C,1,1
4271,2024-05-07 07:33:13.814 -0300,2024-05-07 07:33:13.814 -0300,true,Bar - Calçadão,,2024-05-04,,Rooney Kitagawa,C,1,7
4270,2024-05-03 23:08:04.832 -0300,2024-05-03 23:08:04.832 -0300,true,Tancredo Posto de Serv,,2024-05-03,,,C,1,4
4269,2024-05-03 23:07:15.330 -0300,2024-05-03 23:07:15.330 -0300,true,Supermercado Avenida,,2024-05-03,,,C,1,1
4268,2024-05-03 23:06:30.671 -0300,2024-05-03 23:06:30.671 -0300,true,Supermercado Nagai,,2024-05-02,,,C,1,1
4267,2024-05-01 06:41:17.472 -0300,2024-05-01 06:41:17.472 -0300,true,Supermercado Avenida,,2024-04-30,,,C,1,1
4266,2024-05-01 06:40:52.730 -0300,2024-05-01 06:40:52.730 -0300,true,Drogasil,Periotrat,2024-04-30,,,C,1,9
4265,2024-05-01 06:39:57.427 -0300,2024-05-01 06:39:57.427 -0300,true,Botica Nativa,Valeriana,2024-04-30,,,C,1,9
4264,2024-05-01 06:39:20.013 -0300,2024-05-01 06:39:20.013 -0300,true,Supermercado Nagai,,2024-04-30,,,C,1,1
4263,2024-04-30 05:39:13.205 -0300,2024-04-30 05:39:13.205 -0300,true,"99app",,2024-04-29,,,C,8,28
4262,2024-04-30 05:38:53.572 -0300,2024-04-30 05:38:53.572 -0300,true,"99app",,2024-04-29,,,C,8,28
4261,2024-04-30 05:38:17.347 -0300,2024-04-30 05:38:17.348 -0300,true,Supermercado Nagai,,2024-04-28,,,C,8,1
4260,2024-04-30 05:37:44.422 -0300,2024-04-30 05:37:44.422 -0300,true,Supermercado Nagai,,2024-04-28,,,C,8,1
4259,2024-04-30 05:37:09.502 -0300,2024-04-30 05:37:09.502 -0300,true,Moto Mário,Camera de ar,2024-04-27,,,C,8,2
4258,2024-04-30 05:36:28.502 -0300,2024-04-30 05:36:28.502 -0300,true,Supermercado Nagai,,2024-04-26,,,C,8,1
4257,2024-04-26 11:01:15.090 -0300,2024-04-26 11:01:15.090 -0300,true,Drogasil,Jardiance,2024-04-26,,,C,8,9
4256,2024-04-26 10:58:34.685 -0300,2024-04-26 10:58:34.685 -0300,true,Pisquila Motos,Troca e montagem aro moto,2024-04-26,,,T,1,2
4255,2024-04-26 10:57:17.985 -0300,2024-04-26 10:57:17.985 -0300,true,MAC Atacado Moto Peças,Aro - Protetor câmara,2024-04-26,,,C,8,2
4254,2024-04-25 11:49:44.444 -0300,2024-04-25 11:49:44.444 -0300,true,Auto Posto Lala,,2024-04-24,,Terra Pires cia ltda,C,8,4
4253,2024-04-25 11:48:42.715 -0300,2024-04-25 11:48:42.715 -0300,true,Casa de Carnes Pavani,quibe,2024-04-24,,,C,8,7
4252,2024-04-23 16:49:47.794 -0300,2024-04-23 16:49:47.794 -0300,true,Supermercado Nagai,,2024-04-23,,,C,8,1
4251,2024-04-23 16:49:10.909 -0300,2024-04-23 16:49:10.909 -0300,true,Supermercado Avenida,,2024-04-23,,,C,8,1
4250,2024-04-23 16:47:24.312 -0300,2024-04-23 16:47:24.312 -0300,true,Supermercado Nagai,,2024-04-21,,,C,8,1
4249,2024-04-20 21:51:10.437 -0300,2024-04-20 21:51:10.437 -0300,true,Supermercado Nagai,,2024-04-18,,,C,8,1
4248,2024-04-20 21:50:44.234 -0300,2024-04-20 21:50:44.234 -0300,true,Mercado Zona Leste,Fita Crepe,2024-04-18,,,C,8,1
4247,2024-04-20 21:50:05.707 -0300,2024-04-20 21:50:05.707 -0300,true,Supermercado Avenida,,2024-04-18,,,C,8,1
4246,2024-04-20 21:49:38.423 -0300,2024-04-20 21:49:38.423 -0300,true,Auto Posto Ladome,Moto,2024-04-19,,,C,8,4
4245,2024-04-16 10:13:21.568 -0300,2024-04-16 10:13:21.568 -0300,true,Supermercado Avenida,,2024-04-15,,,C,8,1
4244,2024-04-16 10:12:58.352 -0300,2024-04-16 10:12:58.352 -0300,true,Supermercado Avenida,,2024-04-15,,,C,8,1
4243,2024-04-16 10:12:25.062 -0300,2024-04-16 10:12:25.063 -0300,true,Casa de Carnes Pavani,quibe,2024-04-16,,,C,8,7
4242,2024-04-16 10:11:49.445 -0300,2024-04-16 10:11:49.445 -0300,true,Supermercado Nagai,,2024-04-16,,,C,8,1
4241,2024-04-16 09:56:45.003 -0300,2024-04-16 09:56:45.003 -0300,true,Livepix,Jeisla Clash,2024-04-14,,,T,1,20
4240,2024-04-16 09:50:58.060 -0300,2024-04-16 09:50:58.060 -0300,true,Instituto de Radiologia Presidente Prudente,Raio-x pé direito,2024-04-15,,,C,8,6
4239,2024-04-14 16:19:59.888 -0300,2024-04-14 16:19:59.888 -0300,true,Supermercado Nagai,,2024-04-12,,,C,8,1
4238,2024-04-11 11:36:09.970 -0300,2024-04-11 11:36:09.970 -0300,true,Cantinho do Diabético,Fitas,2024-04-09,,,C,8,9
4237,2024-04-11 11:35:12.584 -0300,2024-04-11 11:35:12.584 -0300,true,Supermercado Nagai,,2024-04-11,,,C,8,1
4236,2024-04-11 11:31:50.919 -0300,2024-04-11 11:36:58.712 -0300,true,Farmácia Campos,da Zenaide,2024-04-11,,Orlando Correa,C,8,9
4235,2024-04-09 11:11:27.343 -0300,2024-04-09 11:11:27.343 -0300,true,Supermercado Avenida,,2024-04-08,,,C,8,1
4234,2024-04-09 11:10:56.849 -0300,2024-04-09 11:10:56.849 -0300,true,Supermercado Nagai,,2024-04-09,,,C,8,1
4233,2024-04-09 11:02:34.008 -0300,2024-04-09 11:02:34.008 -0300,true,Moto Mário,Camera de ar,2024-04-09,,,C,8,2
4232,2024-04-09 11:01:48.302 -0300,2024-04-09 11:01:48.302 -0300,true,Caio Embalagens,,2024-04-09,,,C,8,6
4231,2024-04-07 18:59:15.191 -0300,2024-04-07 18:59:15.191 -0300,true,Drogasil,LEVOFLOXA 500MG,2024-04-05,,,C,8,9
4230,2024-04-07 18:58:09.352 -0300,2024-04-07 18:58:09.352 -0300,true,Supermercado Estrela,,2024-04-05,,,C,8,1
4229,2024-04-07 18:57:44.908 -0300,2024-04-07 18:57:44.908 -0300,true,Auto Posto Ladome,,2024-04-05,,,C,8,4
4228,2024-04-07 18:55:55.671 -0300,2024-04-07 18:55:55.671 -0300,true,Supermercado Nagai,,2024-04-07,,,C,8,1
4227,2024-04-07 18:53:33.199 -0300,2024-04-07 18:53:33.199 -0300,true,PIX - Andrea dos Santos Rodrigues,,2024-04-07,,,T,1,6
4226,2024-04-07 18:52:14.109 -0300,2024-04-07 18:52:14.109 -0300,true,Du Barbearia,,2024-04-05,,Eduardo Henrique Da,T,1,15
4225,2024-04-05 11:31:49.472 -0300,2024-04-05 11:31:49.472 -0300,true,Dr. Bruno,,2024-04-03,,,C,8,14
4224,2024-04-05 11:31:11.339 -0300,2024-04-05 11:31:11.339 -0300,true,Drogasil,Fitoscar,2024-04-04,,,C,8,9
4223,2024-04-05 11:30:21.507 -0300,2024-04-05 11:30:21.507 -0300,true,Supermercado Avenida,,2024-04-04,,,C,8,1
4222,2024-04-05 08:48:08.910 -0300,2024-04-05 08:48:08.910 -0300,true,TV Express,,2024-04-05,,,C,8,27
4221,2024-04-02 22:34:55.233 -0300,2024-05-27 10:00:04.437 -0300,true,Feira Acerola,,2024-03-30,,Ailton Toshinobu Osh,C,8,7
4220,2024-04-02 22:33:28.177 -0300,2024-04-02 22:33:28.177 -0300,true,Supermercado Nagai,,2024-04-01,,,C,8,1
4219,2024-04-02 22:33:00.643 -0300,2024-04-02 22:33:00.643 -0300,true,Comfort Feet,,2024-04-01,,,C,8,11
4218,2024-04-02 22:32:27.148 -0300,2024-04-02 22:32:27.148 -0300,true,Supermercado Avenida,,2024-04-02,,,C,8,1
4217,2024-03-30 09:52:21.215 -0300,2024-03-30 09:52:21.215 -0300,true,Supermercado Nagai,,2024-03-28,,,C,8,1
4216,2024-03-30 09:50:53.355 -0300,2024-03-30 09:50:53.355 -0300,true,UNIVAGAS ESTACIONAMENTOS LTDA - Prudente Park Shopping,,2024-03-29,,,T,8,3
4215,2024-03-30 09:50:02.351 -0300,2024-03-30 09:50:02.351 -0300,true,Circuito Entretenimento,Pipoca-ingresso-água,2024-03-29,,,C,8,3
4214,2024-03-30 09:49:11.864 -0300,2024-03-30 09:49:11.864 -0300,true,Supermercado Nagai,,2024-03-30,,,C,8,1
4213,2024-03-30 09:47:49.878 -0300,2024-03-30 09:47:49.878 -0300,true,Mercado Zona Leste,,2024-03-30,,,C,8,1
